"","X","date","case","state","hum","l1.hum","l2.hum","l3.hum","l4.hum","l5.hum","newyears","christmas","O104period","l6.hum","l7.hum","l8.hum","l9.hum","l10.hum","l11.hum","l12.hum","l13.hum","l14.hum","l15.hum","l16.hum","l17.hum","l18.hum","l19.hum","l20.hum","case1","case2","case3","case4","case5","case6","case7","case8","case9","case10","case11","case12","case13","case14","case15","case16","case17","case18","case19","case20"
"19",71,"2002-05-06",671,0,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,0,0,FALSE,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,5.69028577113823,5.22741825145503,3.66162267554153,NA,NA,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887,1023,913,514,NA,NA
"20",72,"2002-05-13",849,0,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,0,0,FALSE,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,5.69028577113823,5.22741825145503,3.66162267554153,NA,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887,1023,913,514,NA
"21",73,"2002-05-20",869,0,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,0,0,FALSE,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,5.69028577113823,5.22741825145503,3.66162267554153,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887,1023,913,514
"22",74,"2002-05-27",1075,0,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,0,0,FALSE,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,5.69028577113823,5.22741825145503,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887,1023,913
"23",75,"2002-06-03",1164,0,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,0,0,FALSE,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,5.69028577113823,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887,1023
"24",76,"2002-06-10",1341,0,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,0,0,FALSE,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,8.31111050639947,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815,887
"25",77,"2002-06-17",1443,0,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,0,0,FALSE,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792,815
"26",78,"2002-06-24",1399,0,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,0,0,FALSE,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803,792
"27",79,"2002-07-01",1492,0,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,0,0,FALSE,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807,803
"28",80,"2002-07-08",1509,0,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,0,0,FALSE,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692,807
"29",81,"2002-07-15",1481,0,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,0,0,FALSE,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705,692
"30",82,"2002-07-22",1646,0,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,0,0,FALSE,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700,705
"31",83,"2002-07-29",1596,0,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,0,0,FALSE,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769,700
"32",84,"2002-08-05",1705,0,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,0,0,FALSE,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589,769
"33",85,"2002-08-12",1668,0,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,0,0,FALSE,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493,589
"34",86,"2002-08-19",1698,0,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,0,0,FALSE,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718,493
"35",87,"2002-08-26",1732,0,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,0,0,FALSE,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823,718
"36",88,"2002-09-02",1633,0,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,0,0,FALSE,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781,823
"37",89,"2002-09-09",1509,0,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,0,0,FALSE,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797,781
"38",90,"2002-09-16",1552,0,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,0,0,FALSE,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671,797
"39",91,"2002-09-23",1388,0,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,0,0,FALSE,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849,671
"40",92,"2002-09-30",1188,0,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,0,0,FALSE,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869,849
"41",93,"2002-10-07",1220,0,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,0,0,FALSE,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075,869
"42",94,"2002-10-14",1248,0,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,0,0,FALSE,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164,1075
"43",95,"2002-10-21",1189,0,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,0,0,FALSE,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341,1164
"44",96,"2002-10-28",1113,0,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,0,0,FALSE,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443,1341
"45",97,"2002-11-04",1188,0,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,0,0,FALSE,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399,1443
"46",98,"2002-11-11",1150,0,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,0,0,FALSE,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492,1399
"47",99,"2002-11-18",1109,0,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,0,0,FALSE,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509,1492
"48",100,"2002-11-25",980,0,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,0,0,FALSE,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481,1509
"49",101,"2002-12-02",905,0,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,0,0,FALSE,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646,1481
"50",102,"2002-12-09",869,0,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,0,0,FALSE,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596,1646
"51",103,"2002-12-16",803,0,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,0,0,FALSE,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705,1596
"52",104,"2002-12-23",428,0,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,0,1,FALSE,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668,1705
"53",105,"2002-12-30",384,0,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,0,1,FALSE,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698,1668
"54",106,"2003-01-06",652,0,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,1,0,FALSE,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732,1698
"55",107,"2003-01-13",910,0,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,1,0,FALSE,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,652,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633,1732
"56",108,"2003-01-20",763,0,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,0,0,FALSE,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,910,652,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509,1633
"57",109,"2003-01-27",723,0,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,0,0,FALSE,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,763,910,652,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552,1509
"58",110,"2003-02-03",696,0,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,0,0,FALSE,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,723,763,910,652,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388,1552
"59",111,"2003-02-10",631,0,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,0,0,FALSE,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,696,723,763,910,652,384,428,803,869,905,980,1109,1150,1188,1113,1189,1248,1220,1188,1388
