"","date","case","state","hum","l1.hum","l2.hum","l3.hum","l4.hum","l5.hum","newyears","christmas","O104period","l6.hum","l7.hum","l8.hum","l9.hum","l10.hum","l11.hum","l12.hum","l13.hum","l14.hum","l15.hum","l16.hum","l17.hum","l18.hum","l19.hum","l20.hum"
"77",2002-06-17,1443,0,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,0,0,FALSE,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122,8.59339579449043
"78",2002-06-24,1399,0,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,0,0,FALSE,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567,8.4338808831122
"79",2002-07-01,1492,0,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,0,0,FALSE,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094,6.91730132784567
"80",2002-07-08,1509,0,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,0,0,FALSE,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493,6.08548285080094
"81",2002-07-15,1481,0,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,0,0,FALSE,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974,6.86821233449493
"82",2002-07-22,1646,0,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,0,0,FALSE,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864,7.25402371732974
"83",2002-07-29,1596,0,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,0,0,FALSE,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675,7.50832998514864
"84",2002-08-05,1705,0,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,0,0,FALSE,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362,8.29549818551675
"85",2002-08-12,1668,0,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,0,0,FALSE,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207,5.77251434672362
"86",2002-08-19,1698,0,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,0,0,FALSE,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247,6.04321326982207
"87",2002-08-26,1732,0,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,0,0,FALSE,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273,7.11886539299247
"88",2002-09-02,1633,0,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,0,0,FALSE,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076,8.929580366273
"89",2002-09-09,1509,0,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,0,0,FALSE,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679,10.3027366370076
"90",2002-09-16,1552,0,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,0,0,FALSE,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027,10.3516032615679
"91",2002-09-23,1388,0,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,0,0,FALSE,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751,12.9073331618027
"92",2002-09-30,1188,0,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,0,0,FALSE,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178,12.7637633069751
"93",2002-10-07,1220,0,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,0,0,FALSE,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154,12.6900157434178
"94",2002-10-14,1248,0,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,0,0,FALSE,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886,11.6786644554154
"95",2002-10-21,1189,0,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,0,0,FALSE,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323,14.6726001999886
"96",2002-10-28,1113,0,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,0,0,FALSE,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187,15.091348627323
"97",2002-11-04,1188,0,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,0,0,FALSE,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357,18.9712010065187
"98",2002-11-11,1150,0,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,0,0,FALSE,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631,12.4788402206357
"99",2002-11-18,1109,0,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,0,0,FALSE,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959,14.193018087631
"100",2002-11-25,980,0,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,0,0,FALSE,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707,16.5849073348959
"101",2002-12-02,905,0,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,0,0,FALSE,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605,16.361932292707
"102",2002-12-09,869,0,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,0,0,FALSE,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842,15.3439915101605
"103",2002-12-16,803,0,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,0,0,FALSE,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212,18.7664948959842
"104",2002-12-23,428,0,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,0,1,FALSE,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941,17.6267812693212
"105",2002-12-30,384,0,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,0,1,FALSE,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473,17.8163941932941
"106",2003-01-06,652,0,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,1,0,FALSE,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448,17.9848718313473
"107",2003-01-13,910,0,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,1,0,FALSE,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361,18.2535715433448
"108",2003-01-20,763,0,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,0,0,FALSE,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774,14.6803792797361
"109",2003-01-27,723,0,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,0,0,FALSE,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233,13.8609184772774
"110",2003-02-03,696,0,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,0,0,FALSE,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449,12.4383527525233
"111",2003-02-10,631,0,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,0,0,FALSE,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483,10.0364096277449
"112",2003-02-17,686,0,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,0,0,FALSE,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829,11.5724205813483
"113",2003-02-24,618,0,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,0,0,FALSE,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801,7.93159348163829
"114",2003-03-03,544,0,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,0,0,FALSE,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138,9.81364678269801
"115",2003-03-10,570,0,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,0,0,FALSE,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935,10.2107375926138
"116",2003-03-17,505,0,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,0,0,FALSE,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945,9.35896689058935
"117",2003-03-24,574,0,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,0,0,FALSE,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271,7.0698843259945
"118",2003-03-31,641,0,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,0,0,FALSE,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826,9.37762612854271
"119",2003-04-07,633,0,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,0,0,FALSE,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087,8.03097689836826
"120",2003-04-14,512,0,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,0,0,FALSE,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006,8.9429076901087
"121",2003-04-21,462,0,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,0,0,FALSE,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172,6.32113022980006
"122",2003-04-28,555,0,10.7004861876658,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,0,0,FALSE,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558,3.61864043803172
"123",2003-05-05,649,0,12.3007513008832,10.7004861876658,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,0,0,FALSE,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312,6.12227813335558
"124",2003-05-12,786,0,10.3442381243923,12.3007513008832,10.7004861876658,9.27714415083548,7.12560325719001,4.8948046883522,0,0,FALSE,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789,7.31274620132312
"125",2003-05-19,775,0,12.953820468907,10.3442381243923,12.3007513008832,10.7004861876658,9.27714415083548,7.12560325719001,0,0,FALSE,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775,6.45535381185789
"126",2003-05-26,723,0,14.4395471285172,12.953820468907,10.3442381243923,12.3007513008832,10.7004861876658,9.27714415083548,0,0,FALSE,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656,3.12408843483775
"127",2003-06-02,867,0,17.663685756082,14.4395471285172,12.953820468907,10.3442381243923,12.3007513008832,10.7004861876658,0,0,FALSE,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952,6.38699848840656
"128",2003-06-09,892,0,15.8719527323408,17.663685756082,14.4395471285172,12.953820468907,10.3442381243923,12.3007513008832,0,0,FALSE,10.7004861876658,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429,6.772219925952
"129",2003-06-16,979,0,13.939220405506,15.8719527323408,17.663685756082,14.4395471285172,12.953820468907,10.3442381243923,0,0,FALSE,12.3007513008832,10.7004861876658,9.27714415083548,7.12560325719001,4.8948046883522,6.24933787882452,8.18209866452049,5.15590070378601,6.7175695122983,6.93419115616932,5.56663755848462,4.10119112720604,3.60520681236524,5.40041219229144,5.69945000056429
