"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","cor1","cor2","cor3","cor4","cor5","cor6","cor7","cor8","cor9","cor10","cor11","cor12","obs","unit_wise_dss","multiv_dss"
"16","noroBE",4,2,"lin",208,6.00130770184266,12.3148226639274,0.001,0.003,0.007,1,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.009,7,0.284588678826949,1.60881288037417
"17","noroBE",5,2,"lin",208,7.06723248852301,15.8717079203784,0.008,0.008,0.004,0.002,1,0.004,0.013,0.017,0.007,0.008,0.01,0.004,8,0.234132433844698,1.60881288037417
"18","noroBE",6,2,"lin",208,6.21370520917766,13.3041319360085,0.004,0.009,0.004,0.003,0.004,1,0.005,0.004,0.004,0.01,0.012,0.013,4,-0.606913105304849,1.60881288037417
"19","noroBE",7,2,"lin",208,13.1474808774208,45.5533088131727,0.005,0.013,0.013,0.004,0.013,0.005,1,0.021,0.008,0.004,0.006,0.006,13,-0.0218512229792415,1.60881288037417
"20","noroBE",8,2,"lin",208,10.9716634484163,35.1216188849447,0.014,0.007,0.007,0.003,0.017,0.004,0.021,1,0.024,0.01,0.008,0.004,13,0.342257326785964,1.60881288037417
"21","noroBE",9,2,"lin",208,7.29572747001631,17.7706339499938,0.014,0.004,0.003,0.002,0.007,0.004,0.008,0.024,1,0.032,0.01,0.003,4,-0.78180749810103,1.60881288037417
"22","noroBE",10,2,"lin",208,18.2817540477478,87.4118089401624,0.02,0.009,0.004,0.002,0.008,0.01,0.004,0.01,0.032,1,0.027,0.005,13,-0.564928025147229,1.60881288037417
"23","noroBE",11,2,"lin",208,9.30719786537859,25.1259819439553,0.01,0.01,0.004,0.002,0.01,0.012,0.006,0.008,0.01,0.027,1,0.006,8,-0.260783319008797,1.60881288037417
"24","noroBE",12,2,"lin",208,6.86646363181571,15.795096196243,0.002,0.01,0.011,0.009,0.004,0.013,0.006,0.004,0.003,0.005,0.006,1,5,-0.469632771094186,1.60881288037417
"25","noroBE",1,3,"lin",208,8.54923257407773,22.048188147886,1,0.01,0.006,0.003,0.019,0.01,0.012,0.031,0.032,0.043,0.025,0.006,6,-0.542903955815985,2.12578044352398
"26","noroBE",2,3,"lin",208,5.01850392038135,9.63809465762242,0.01,1,0.019,0.008,0.018,0.02,0.028,0.017,0.011,0.019,0.022,0.022,3,-0.650180595015251,2.12578044352398
"27","noroBE",3,3,"lin",208,7.50194431558398,18.2906249061529,0.006,0.019,1,0.018,0.011,0.011,0.03,0.016,0.009,0.009,0.011,0.026,4,-0.818832297385764,2.12578044352398
"28","noroBE",4,3,"lin",208,6.77574572837844,15.5520083220302,0.003,0.008,0.018,1,0.005,0.009,0.011,0.007,0.004,0.005,0.005,0.024,8,0.310440509851765,2.12578044352398
"29","noroBE",5,3,"lin",208,7.83911434692007,19.3598168922031,0.019,0.018,0.011,0.005,1,0.011,0.03,0.036,0.018,0.02,0.024,0.011,7,-0.190708707986326,2.12578044352398
"30","noroBE",6,3,"lin",208,6.76741171463348,15.9471489424871,0.01,0.02,0.011,0.009,0.011,1,0.013,0.01,0.011,0.022,0.028,0.028,15,2.06155474234938,2.12578044352398
"31","noroBE",7,3,"lin",208,14.379445234721,57.6247077022401,0.012,0.028,0.03,0.011,0.03,0.013,1,0.044,0.018,0.01,0.014,0.015,15,0.0817477385356273,2.12578044352398
"32","noroBE",8,3,"lin",208,10.9227450837994,38.479566203371,0.031,0.017,0.016,0.007,0.036,0.01,0.044,1,0.049,0.025,0.019,0.01,19,1.30211309235061,2.12578044352398
"33","noroBE",9,3,"lin",208,7.83240537623113,21.5183947915782,0.032,0.011,0.009,0.004,0.018,0.011,0.018,0.049,1,0.067,0.024,0.007,1,-1.47288449430371,2.12578044352398
"34","noroBE",10,3,"lin",208,18.8150527955952,106.772507251251,0.043,0.019,0.009,0.005,0.02,0.022,0.01,0.025,0.067,1,0.056,0.011,19,0.0178985582951129,2.12578044352398
"35","noroBE",11,3,"lin",208,10.5930249690766,32.852715739793,0.025,0.022,0.011,0.005,0.024,0.028,0.014,0.019,0.024,0.056,1,0.014,10,-0.103463541877852,2.12578044352398
"36","noroBE",12,3,"lin",208,7.87079982428931,20.8844344193916,0.006,0.022,0.026,0.024,0.011,0.028,0.015,0.01,0.007,0.011,0.014,1,15,1.56001742703835,2.12578044352398
"37","noroBE",1,4,"lin",208,8.89005027845751,23.9090361159578,1,0.016,0.01,0.005,0.027,0.016,0.018,0.042,0.045,0.06,0.036,0.01,6,-0.591050194056239,2.03210208112767
"38","noroBE",2,4,"lin",208,5.55749001787017,11.3515276400035,0.016,1,0.027,0.013,0.026,0.028,0.04,0.025,0.018,0.028,0.032,0.032,2,-1.05588479183019,2.03210208112767
"39","noroBE",3,4,"lin",208,8.32525881699127,22.0650930191604,0.01,0.027,1,0.027,0.017,0.017,0.042,0.023,0.013,0.014,0.016,0.037,4,-0.920787084071646,2.03210208112767
"40","noroBE",4,4,"lin",208,7.42727085868507,18.4434383733995,0.005,0.013,0.027,1,0.008,0.013,0.016,0.01,0.007,0.007,0.008,0.034,5,-0.565193680643278,2.03210208112767
"41","noroBE",5,4,"lin",208,8.53835536501677,22.6299922803169,0.027,0.026,0.017,0.008,1,0.018,0.042,0.048,0.027,0.029,0.035,0.017,4,-0.954017401400974,2.03210208112767
"42","noroBE",6,4,"lin",208,7.39867713707376,18.7655815564752,0.016,0.028,0.017,0.013,0.018,1,0.02,0.016,0.017,0.032,0.039,0.039,6,-0.322876518667558,2.03210208112767
"43","noroBE",7,4,"lin",208,15.6704362470273,69.9047113759858,0.018,0.04,0.042,0.016,0.042,0.02,1,0.06,0.026,0.017,0.022,0.023,16,0.039417240427453,2.03210208112767
"44","noroBE",8,4,"lin",208,11.2957304078164,42.3703215601854,0.042,0.025,0.023,0.01,0.048,0.016,0.06,1,0.067,0.038,0.029,0.016,9,-0.352687450498394,2.03210208112767
"45","noroBE",9,4,"lin",208,8.39110791792862,25.0976880912528,0.045,0.018,0.013,0.007,0.027,0.017,0.026,0.067,1,0.093,0.036,0.012,9,0.121541185406553,2.03210208112767
"46","noroBE",10,4,"lin",208,19.7358565964997,126.040535746108,0.06,0.028,0.014,0.007,0.029,0.032,0.017,0.038,0.093,1,0.076,0.017,28,0.736110011497427,2.03210208112767
"47","noroBE",11,4,"lin",208,11.7791451153677,40.5120258458672,0.036,0.032,0.016,0.008,0.035,0.039,0.022,0.029,0.036,0.076,1,0.02,24,1.9200370387541,2.03210208112767
"48","noroBE",12,4,"lin",208,8.89399002815676,26.2954572584126,0.01,0.032,0.037,0.034,0.017,0.039,0.023,0.016,0.012,0.017,0.02,1,9,0.0206731357065614,2.03210208112767
"49","noroBE",1,1,"lin",209,8.7290042809402,21.3829087231748,1,0,0,0,0,0,0,0,0,0,0,0,7,-0.373906209443508,1.57950724844278
"50","noroBE",2,1,"lin",209,4.411391439118,7.64320522836069,0,1,0,0,0,0,0,0,0,0,0,0,4,-0.148804988098483,1.57950724844278
"51","noroBE",3,1,"lin",209,6.57073700576126,13.7408055471471,0,0,1,0,0,0,0,0,0,0,0,0,9,0.655342656997344,1.57950724844278
"52","noroBE",4,1,"lin",209,5.88132653690805,11.6257404125686,0,0,0,1,0,0,0,0,0,0,0,0,7,0.328090023936031,1.57950724844278
"53","noroBE",5,1,"lin",209,7.04378393227625,15.2834040369546,0,0,0,0,1,0,0,0,0,0,0,0,8,0.244594107269865,1.57950724844278
"54","noroBE",6,1,"lin",209,6.14325682578272,12.4107299637564,0,0,0,0,0,1,0,0,0,0,0,0,4,-0.608380873970378,1.57950724844278
"55","noroBE",7,1,"lin",209,11.9810410541981,35.8198333759815,0,0,0,0,0,0,1,0,0,0,0,0,13,0.170253051964571,1.57950724844278
"56","noroBE",8,1,"lin",209,8.87227456095949,21.9449682003954,0,0,0,0,0,0,0,1,0,0,0,0,13,0.881136768344475,1.57950724844278
"57","noroBE",9,1,"lin",209,6.14743614262129,12.4234398261008,0,0,0,0,0,0,0,0,1,0,0,0,4,-0.60925531684859,1.57950724844278
"58","noroBE",10,1,"lin",209,17.7329581598144,69.9554410493997,0,0,0,0,0,0,0,0,0,1,0,0,13,-0.565876834881303,1.57950724844278
"59","noroBE",11,1,"lin",209,9.44282271325532,24.2509046738328,0,0,0,0,0,0,0,0,0,0,1,0,8,-0.292987436710474,1.57950724844278
"60","noroBE",12,1,"lin",209,7.41411217667743,16.54290693319,0,0,0,0,0,0,0,0,0,0,0,1,5,-0.593542106052029,1.57950724844278
"61","noroBE",1,2,"lin",209,8.7667964266079,22.5043833085699,1,0.005,0.003,0.001,0.012,0.006,0.006,0.017,0.018,0.023,0.015,0.003,6,-0.583235093675586,2.16410323963156
"62","noroBE",2,2,"lin",209,4.97070705591898,9.34826527907593,0.005,1,0.012,0.005,0.011,0.013,0.016,0.008,0.005,0.009,0.014,0.014,3,-0.644549918054903,2.16410323963156
"63","noroBE",3,2,"lin",209,7.39232640754693,17.413075248929,0.003,0.012,1,0.013,0.006,0.006,0.018,0.008,0.004,0.004,0.006,0.017,4,-0.812942623589692,2.16410323963156
"64","noroBE",4,2,"lin",209,6.66007902264371,14.8551404707399,0.001,0.005,0.013,1,0.003,0.005,0.006,0.003,0.002,0.002,0.003,0.016,8,0.347648856247739,2.16410323963156
"65","noroBE",5,2,"lin",209,7.72579721967246,18.4960234927339,0.012,0.011,0.006,0.003,1,0.006,0.017,0.019,0.009,0.01,0.015,0.006,7,-0.168762564409919,2.16410323963156
"66","noroBE",6,2,"lin",209,6.69303435065702,15.1190840582685,0.006,0.013,0.006,0.005,0.006,1,0.007,0.005,0.005,0.011,0.017,0.018,15,2.13638575632515,2.16410323963156
"67","noroBE",7,2,"lin",209,13.1976697737119,46.6960742696396,0.006,0.016,0.018,0.006,0.017,0.007,1,0.024,0.009,0.005,0.008,0.008,15,0.263751039921928,2.16410323963156
"68","noroBE",8,2,"lin",209,8.93032155291425,24.9281308929014,0.017,0.008,0.008,0.003,0.019,0.005,0.024,1,0.025,0.012,0.01,0.005,19,2.01683674099239,2.16410323963156
"69","noroBE",9,2,"lin",209,6.71340510399184,15.6810391414277,0.018,0.005,0.004,0.002,0.009,0.005,0.009,0.025,1,0.036,0.012,0.003,1,-1.4428048681362,2.16410323963156
"70","noroBE",10,2,"lin",209,18.1749314434867,87.0372090436861,0.023,0.009,0.004,0.002,0.01,0.011,0.005,0.012,0.036,1,0.029,0.005,19,0.0884377242034386,2.16410323963156
"71","noroBE",11,2,"lin",209,10.639866876481,31.7614622216225,0.015,0.014,0.006,0.003,0.015,0.017,0.008,0.01,0.012,0.029,1,0.008,10,-0.113537515085654,2.16410323963156
"72","noroBE",12,2,"lin",209,8.31502606832884,21.7678112031083,0.003,0.014,0.017,0.016,0.006,0.018,0.008,0.005,0.003,0.005,0.008,1,15,1.43282231618306,2.16410323963156
"73","noroBE",1,3,"lin",209,8.89178947956145,23.7138736686212,1,0.012,0.007,0.003,0.023,0.012,0.013,0.032,0.035,0.046,0.03,0.007,6,-0.593834496250179,2.00025008728825
"74","noroBE",2,3,"lin",209,5.47806883509881,10.9947354468486,0.012,1,0.022,0.01,0.021,0.024,0.031,0.017,0.012,0.02,0.026,0.027,2,-1.0489282473404,2.00025008728825
"75","noroBE",3,3,"lin",209,8.1902408373844,21.1705757734899,0.007,0.022,1,0.024,0.013,0.013,0.033,0.016,0.009,0.01,0.013,0.032,4,-0.910694366959442,2.00025008728825
"76","noroBE",4,3,"lin",209,7.3315061180855,17.8481897312583,0.003,0.01,0.024,1,0.006,0.011,0.012,0.007,0.005,0.005,0.006,0.03,5,-0.551873413500544,2.00025008728825
"77","noroBE",5,3,"lin",209,8.35360581486363,21.5667653974355,0.023,0.021,0.013,0.006,1,0.014,0.033,0.035,0.018,0.021,0.028,0.013,4,-0.937468313454999,2.00025008728825
"78","noroBE",6,3,"lin",209,7.32119948731457,18.1053178035018,0.012,0.024,0.013,0.011,0.014,1,0.015,0.011,0.012,0.022,0.032,0.034,6,-0.310502656614652,2.00025008728825
"79","noroBE",7,3,"lin",209,14.6746387639845,59.8053357995557,0.013,0.031,0.033,0.012,0.033,0.015,1,0.045,0.018,0.011,0.016,0.017,16,0.17138164127654,2.00025008728825
"80","noroBE",8,3,"lin",209,9.74869838285912,30.7859510055433,0.032,0.017,0.016,0.007,0.035,0.011,0.045,1,0.047,0.027,0.02,0.011,9,-0.134936862578413,2.00025008728825
"81","noroBE",9,3,"lin",209,7.49311223086309,19.8503239793777,0.035,0.012,0.009,0.005,0.018,0.012,0.018,0.047,1,0.07,0.025,0.008,9,0.338218304611399,2.00025008728825
"82","noroBE",10,3,"lin",209,19.0850318255866,108.613198891674,0.046,0.02,0.01,0.005,0.021,0.022,0.011,0.027,0.07,1,0.056,0.012,28,0.855418216938506,2.00025008728825
"83","noroBE",11,3,"lin",209,11.7116061306405,39.240134887575,0.03,0.026,0.013,0.006,0.028,0.032,0.016,0.02,0.025,0.056,1,0.016,24,1.9616877368874,2.00025008728825
"84","noroBE",12,3,"lin",209,9.14276954253138,27.0705169766115,0.007,0.027,0.032,0.03,0.013,0.034,0.017,0.011,0.008,0.012,0.016,1,9,-0.0274402013032372,2.00025008728825
"85","noroBE",1,4,"lin",209,8.90422726310923,24.1538510457124,1,0.018,0.011,0.006,0.031,0.019,0.02,0.044,0.049,0.065,0.041,0.012,8,-0.183985842286553,2.1025472515038
"86","noroBE",2,4,"lin",209,5.75804653274464,11.9968968222253,0.018,1,0.03,0.015,0.03,0.032,0.042,0.026,0.019,0.029,0.036,0.037,2,-1.08499488655848,2.1025472515038
"87","noroBE",3,4,"lin",209,8.61534036740864,23.4425374698743,0.011,0.03,1,0.032,0.019,0.02,0.045,0.024,0.014,0.015,0.019,0.043,4,-0.953238171723764,2.1025472515038
"88","noroBE",4,4,"lin",209,7.62378777929126,19.3826668831869,0.006,0.015,0.032,1,0.009,0.016,0.018,0.011,0.007,0.008,0.01,0.041,5,-0.595966624576956,2.1025472515038
"89","noroBE",5,4,"lin",209,8.67781337470015,23.3402019538268,0.031,0.03,0.019,0.009,1,0.02,0.045,0.048,0.028,0.031,0.039,0.019,3,-1.17524607313428,2.1025472515038
"90","noroBE",6,4,"lin",209,7.68892805465989,20.0233919942667,0.019,0.032,0.02,0.016,0.02,1,0.022,0.018,0.019,0.033,0.044,0.045,10,0.516469454066916,2.1025472515038
"91","noroBE",7,4,"lin",209,15.6011910861282,69.3441298987171,0.02,0.042,0.045,0.018,0.045,0.022,1,0.061,0.027,0.018,0.024,0.025,12,-0.432455390491158,2.1025472515038
"92","noroBE",8,4,"lin",209,10.3833346582456,35.4588953596187,0.044,0.026,0.024,0.011,0.048,0.018,0.061,1,0.063,0.04,0.03,0.017,13,0.439425829397215,2.1025472515038
"93","noroBE",9,4,"lin",209,8.03229426198584,23.0952053077808,0.049,0.019,0.014,0.007,0.028,0.019,0.027,0.063,1,0.095,0.038,0.013,4,-0.839056689360627,2.1025472515038
"94","noroBE",10,4,"lin",209,19.682474114255,125.067114936052,0.065,0.029,0.015,0.008,0.031,0.033,0.018,0.04,0.095,1,0.078,0.018,40,1.8167670972255,2.1025472515038
"95","noroBE",11,4,"lin",209,12.3321536025136,44.2734418648344,0.041,0.036,0.019,0.01,0.039,0.044,0.024,0.03,0.038,0.078,1,0.023,12,-0.0499191663737315,2.1025472515038
"96","noroBE",12,4,"lin",209,9.71427822743584,31.0540862441335,0.012,0.037,0.043,0.041,0.019,0.045,0.025,0.017,0.013,0.018,0.023,1,14,0.769067742748173,2.1025472515038
"97","noroBE",1,1,"lin",210,8.31938053251357,19.6847183168096,1,0,0,0,0,0,0,0,0,0,0,0,6,-0.522766086033797,2.1986353183789
"98","noroBE",2,1,"lin",210,4.84582283581529,8.70180869839626,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.6257275097002,2.1986353183789
"99","noroBE",3,1,"lin",210,7.94333732050456,18.3044495946123,0,0,1,0,0,0,0,0,0,0,0,0,4,-0.921691520078197,2.1986353183789
"100","noroBE",4,1,"lin",210,6.9261148042252,14.8034575185061,0,0,0,1,0,0,0,0,0,0,0,0,8,0.279110564120369,2.1986353183789
"101","noroBE",5,1,"lin",210,7.89655325174632,18.1359767465004,0,0,0,0,1,0,0,0,0,0,0,0,7,-0.210525939881508,2.1986353183789
"102","noroBE",6,1,"lin",210,5.99662124733519,11.901535656956,0,0,0,0,0,1,0,0,0,0,0,0,15,2.60978072540452,2.1986353183789
"103","noroBE",7,1,"lin",210,13.6895890510036,44.4633935854371,0,0,0,0,0,0,1,0,0,0,0,0,15,0.196519753158171,2.1986353183789
"104","noroBE",8,1,"lin",210,10.0979411912598,26.8422044213941,0,0,0,0,0,0,0,1,0,0,0,0,19,1.71823028397377,2.1986353183789
"105","noroBE",9,1,"lin",210,5.9580710660274,11.7873082510404,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.44412713002149,2.1986353183789
"106","noroBE",10,1,"lin",210,15.9583677733177,57.7777205947516,0,0,0,0,0,0,0,0,0,1,0,0,19,0.40015338844636,2.1986353183789
"107","noroBE",11,1,"lin",210,9.94512381267518,26.1864226399498,0,0,0,0,0,0,0,0,0,0,1,0,10,0.0107237293230992,2.1986353183789
"108","noroBE",12,1,"lin",210,7.56521725629205,16.9633846816744,0,0,0,0,0,0,0,0,0,0,0,1,15,1.80514472614316,2.1986353183789
"109","noroBE",1,2,"lin",210,8.47923470753151,21.1843961311407,1,0.005,0.003,0.001,0.012,0.006,0.006,0.016,0.017,0.022,0.015,0.003,6,-0.538653639649769,2.0512295134254
"110","noroBE",2,2,"lin",210,5.35249880566636,10.36746413116,0.005,1,0.012,0.005,0.011,0.012,0.017,0.008,0.005,0.009,0.014,0.014,2,-1.04119568849011,2.0512295134254
"111","noroBE",3,2,"lin",210,8.61616324176824,22.0310434476233,0.003,0.012,1,0.013,0.006,0.007,0.018,0.008,0.004,0.004,0.006,0.017,4,-0.983475680113318,2.0512295134254
"112","noroBE",4,2,"lin",210,7.53381769302856,17.8938364125466,0.001,0.005,0.013,1,0.003,0.006,0.006,0.003,0.002,0.002,0.003,0.017,5,-0.59899560114246,2.0512295134254
"113","noroBE",5,2,"lin",210,8.4642354722387,21.2322135035913,0.012,0.011,0.006,0.003,1,0.006,0.018,0.018,0.008,0.009,0.015,0.006,4,-0.968834192409483,2.0512295134254
"114","noroBE",6,2,"lin",210,6.68147887694453,14.9602432065058,0.006,0.012,0.007,0.006,0.006,1,0.008,0.005,0.005,0.01,0.017,0.018,6,-0.176190736958722,2.0512295134254
"115","noroBE",7,2,"lin",210,15.1323561189758,58.3614736410132,0.006,0.017,0.018,0.006,0.018,0.008,1,0.023,0.009,0.005,0.008,0.009,16,0.113573859304571,2.0512295134254
"116","noroBE",8,2,"lin",210,10.7290918404137,32.9570449124076,0.016,0.008,0.008,0.003,0.018,0.005,0.023,1,0.024,0.011,0.009,0.005,9,-0.301192344760735,2.0512295134254
"117","noroBE",9,2,"lin",210,6.76584286676887,15.6740915051513,0.017,0.005,0.004,0.002,0.008,0.005,0.009,0.024,1,0.033,0.011,0.003,9,0.564316210331497,2.0512295134254
"118","noroBE",10,2,"lin",210,16.8035141570932,74.6583141982579,0.022,0.009,0.004,0.002,0.009,0.01,0.005,0.011,0.033,1,0.027,0.005,28,1.29581393413645,2.0512295134254
"119","noroBE",11,2,"lin",210,10.9949833491013,33.3037332648197,0.015,0.014,0.006,0.003,0.015,0.017,0.008,0.009,0.011,0.027,1,0.008,24,2.2535357536804,2.0512295134254
"120","noroBE",12,2,"lin",210,8.46186548718242,22.2474294490142,0.003,0.014,0.017,0.017,0.006,0.018,0.009,0.005,0.003,0.005,0.008,1,9,0.114090879220733,2.0512295134254
"121","noroBE",1,3,"lin",210,8.5905307123024,22.2888504857591,1,0.012,0.007,0.004,0.023,0.013,0.014,0.033,0.034,0.044,0.03,0.008,8,-0.125083105119417,2.15957050360863
"122","noroBE",2,3,"lin",210,5.65002328631712,11.483707711582,0.012,1,0.024,0.011,0.023,0.024,0.034,0.018,0.012,0.019,0.027,0.028,2,-1.07709638950502,2.15957050360863
"123","noroBE",3,3,"lin",210,8.83922492767484,23.9569392002642,0.007,0.024,1,0.026,0.014,0.014,0.036,0.017,0.009,0.009,0.013,0.034,4,-0.988690003944206,2.15957050360863
"124","noroBE",4,3,"lin",210,7.72432671298438,19.4337997137835,0.004,0.011,0.026,1,0.006,0.012,0.013,0.008,0.005,0.005,0.007,0.032,5,-0.617988406187621,2.15957050360863
"125","noroBE",5,3,"lin",210,8.70446073904483,22.9998482020152,0.023,0.023,0.014,0.006,1,0.014,0.035,0.037,0.019,0.02,0.029,0.014,3,-1.18946621370639,2.15957050360863
"126","noroBE",6,3,"lin",210,7.22014549988459,17.6181498758784,0.013,0.024,0.014,0.012,0.014,1,0.016,0.011,0.012,0.022,0.033,0.035,10,0.662280419339004,2.15957050360863
"127","noroBE",7,3,"lin",210,15.9213501203058,69.0581442087555,0.014,0.034,0.036,0.013,0.035,0.016,1,0.047,0.02,0.011,0.017,0.019,12,-0.471876303418162,2.15957050360863
"128","noroBE",8,3,"lin",210,10.9805516247485,37.3629561804176,0.033,0.018,0.017,0.008,0.037,0.011,0.047,1,0.047,0.025,0.02,0.011,13,0.330378776227989,2.15957050360863
"129","noroBE",9,3,"lin",210,7.45751224482545,19.5076771928334,0.034,0.012,0.009,0.005,0.019,0.012,0.02,0.047,1,0.065,0.024,0.008,4,-0.782818258548217,2.15957050360863
"130","noroBE",10,3,"lin",210,17.7413693145374,93.6834731453777,0.044,0.019,0.009,0.005,0.02,0.022,0.011,0.025,0.065,1,0.054,0.011,40,2.29967758527017,2.15957050360863
"131","noroBE",11,3,"lin",210,11.7199056487458,39.1782882704983,0.03,0.027,0.013,0.007,0.029,0.033,0.017,0.02,0.024,0.054,1,0.016,12,0.0447488234977172,2.15957050360863
"132","noroBE",12,3,"lin",210,9.22170046755803,27.3239669030111,0.008,0.028,0.034,0.032,0.014,0.035,0.019,0.011,0.008,0.011,0.016,1,14,0.914116388485489,2.15957050360863
"133","noroBE",1,4,"lin",210,8.56018402434804,22.5382771905132,1,0.019,0.012,0.006,0.032,0.019,0.022,0.046,0.048,0.063,0.042,0.012,10,0.303281996310354,2.14616741775303
"134","noroBE",2,4,"lin",210,5.77916661492555,12.0428767884809,0.019,1,0.033,0.017,0.032,0.034,0.047,0.028,0.019,0.028,0.038,0.039,1,-1.37716840305432,2.14616741775303
"135","noroBE",3,4,"lin",210,8.86320909846182,24.6271623681506,0.012,0.033,1,0.035,0.021,0.021,0.049,0.026,0.015,0.015,0.02,0.046,19,2.04264690929514,2.14616741775303
"136","noroBE",4,4,"lin",210,7.66753911939936,19.6616071522989,0.006,0.017,0.035,1,0.01,0.017,0.02,0.012,0.008,0.008,0.01,0.044,3,-1.05263658305844,2.14616741775303
"137","noroBE",5,4,"lin",210,8.75390154681513,23.6721422609413,0.032,0.032,0.021,0.01,1,0.021,0.049,0.051,0.029,0.03,0.041,0.021,9,0.0505813135011757,2.14616741775303
"138","noroBE",6,4,"lin",210,7.5011835798595,19.179588117107,0.019,0.034,0.021,0.017,0.021,1,0.024,0.018,0.019,0.032,0.045,0.047,12,1.02725587418407,2.14616741775303
"139","noroBE",7,4,"lin",210,16.2535126949873,75.2252893087065,0.022,0.047,0.049,0.02,0.049,0.024,1,0.065,0.029,0.018,0.025,0.028,12,-0.49041732033996,2.14616741775303
"140","noroBE",8,4,"lin",210,11.1115467229298,40.0655440657273,0.046,0.028,0.026,0.012,0.051,0.018,0.065,1,0.065,0.038,0.031,0.018,11,-0.0176226531548748,2.14616741775303
"141","noroBE",9,4,"lin",210,7.88835523358152,22.2750924024476,0.048,0.019,0.015,0.008,0.029,0.019,0.029,0.065,1,0.091,0.037,0.013,10,0.44741558012694,2.14616741775303
"142","noroBE",10,4,"lin",210,18.3959057513098,108.529846703326,0.063,0.028,0.015,0.008,0.03,0.032,0.018,0.038,0.091,1,0.075,0.018,22,0.345956539758403,2.14616741775303
"143","noroBE",11,4,"lin",210,12.1112873648134,42.8279190201313,0.042,0.038,0.02,0.01,0.041,0.045,0.025,0.031,0.037,0.075,1,0.024,16,0.59421329534999,2.14616741775303
"144","noroBE",12,4,"lin",210,9.69562563979063,30.8484100089822,0.012,0.039,0.046,0.044,0.021,0.047,0.028,0.018,0.013,0.018,0.024,1,4,-1.02547492197599,2.14616741775303
"145","noroBE",1,1,"lin",211,8.30027751597835,19.6224470994679,1,0,0,0,0,0,0,0,0,0,0,0,6,-0.519282456970147,2.11793086807724
"146","noroBE",2,1,"lin",211,5.42944793578303,10.2740239565834,0,1,0,0,0,0,0,0,0,0,0,0,2,-1.06992645733797,2.11793086807724
"147","noroBE",3,1,"lin",211,8.09825918603942,18.8760009586543,0,0,1,0,0,0,0,0,0,0,0,0,4,-0.943288252004454,2.11793086807724
"148","noroBE",4,1,"lin",211,8.02519053518103,18.6093197664142,0,0,0,1,0,0,0,0,0,0,0,0,5,-0.701273590104116,2.11793086807724
"149","noroBE",5,1,"lin",211,8.58458632480043,20.6956747128423,0,0,0,0,1,0,0,0,0,0,0,0,4,-1.0077675262758,2.11793086807724
